id,yearbirth,age,categorical_age,education,maritalstatus,income,categorical_income,kidhome,teenhome,totalchild,dtcustomer,recency,mntwines,mntwines_category,mntfruits,mntfruits_category,mntmeatproducts,mntmeatproducts_category,mntfishproducts,mntfishproducts_category,mntsweetproducts,mntsweetproducts_category,mntgoldproducts,mntgoldproducts_category,mnttotal,numdealspurchases,numdealspurchases_category,numwebpurchases,numwebpurchases_category,numcatalogpurchases,numcatalogpurchases_category,numstorepurchases,numstorepurchases_category,numwebvisitsmonth,numwebvisitsmonth_category,totalpurchases,acceptedcmp1,acceptedcmp1_category,acceptedcmp2,acceptedcmp2_category,acceptedcmp3,acceptedcmp3_category,acceptedcmp4,acceptedcmp4_category,acceptedcmp5,acceptedcmp5_category,complain,response,response_category,totalacceptedcmp
12984,1964,51,36-55,Master,Partner,79143.0,Highest,0,0,0,2012-08-11,2,650,501-1250,37,16-50,555,251-600,27,0-30,81,61-100,32,31-80,1382,1,0-1,6,3-6,9,7-12,13,9-15,3,0-3,29,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
12792,1977,38,36-55,Graduation,Single,35790.0,Low,1,0,1,2013-01-02,54,12,0-150,6,0-15,20,0-50,30,0-30,1,0-30,3,0-30,72,2,2-4,2,0-2,0,0-2,3,0-3,7,4-8,7,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
13702,1977,38,36-55,Graduation,Single,82582.0,Highest,0,0,0,2014-06-07,54,510,501-1250,81,51-100,550,251-600,120,81-150,40,31-60,126,81-150,1427,1,0-1,4,3-6,9,7-12,7,4-8,1,0-3,21,1,Accept,0,Accept more than once,1,Accept more than once,0,Accept more than once,0,Accept more than once,0,1,Accept more than once,3
12401,1978,37,36-55,Graduation,Partner,66373.0,High,1,1,2,2013-06-12,57,328,151-500,9,0-15,124,51-250,12,0-30,24,0-30,109,81-150,606,6,5-10,4,3-6,2,0-2,10,9-15,3,0-3,22,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
13770,1955,60,56-90,Master,Partner,82384.0,Highest,0,0,0,2012-11-19,55,984,501-1250,51,51-100,432,251-600,120,81-150,81,61-100,126,81-150,1794,1,0-1,3,3-6,10,7-12,13,9-15,1,0-3,27,0,Reject,0,Reject,0,Reject,0,Reject,1,Accept,0,1,Accept more than once,2
10383,1966,49,36-55,Graduation,Single,70287.0,Highest,0,0,0,2013-04-02,30,295,151-500,35,16-50,482,251-600,120,81-150,81,61-100,40,31-80,1053,1,0-1,5,3-6,5,3-6,10,9-15,3,0-3,21,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,1,Accept,1
13491,1988,27,0-35,Graduation,Single,27938.0,Lowest,1,0,1,2014-04-28,31,13,0-150,0,0-15,8,0-50,2,0-30,1,0-30,5,0-30,29,1,0-1,1,0-2,0,0-2,4,4-8,3,0-3,6,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
12643,1982,33,0-35,Graduation,Single,52372.5,High,1,0,1,2013-06-17,57,11,0-150,3,0-15,22,0-50,2,0-30,2,0-30,6,0-30,46,2,2-4,2,0-2,0,0-2,3,0-3,6,4-8,7,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
12798,1968,47,36-55,PhD,Partner,55954.0,High,0,1,1,2014-03-03,63,447,151-500,0,0-15,28,0-50,0,0-30,0,0-30,43,31-80,518,3,2-4,8,7-15,2,0-2,6,4-8,7,4-8,19,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
12662,1982,33,0-35,Master,Single,75777.0,Highest,0,0,0,2013-07-04,12,712,501-1250,26,16-50,538,251-600,69,31-80,13,0-30,80,31-80,1438,1,0-1,3,3-6,6,3-6,11,9-15,1,0-3,21,0,Reject,0,Reject,0,Reject,1,Accept,1,Accept more than once,0,1,Accept more than once,3
13357,1975,40,36-55,Graduation,Partner,66653.0,High,1,1,2,2012-09-07,18,452,151-500,18,16-50,102,51-250,16,0-30,18,0-30,6,0-30,612,4,2-4,4,3-6,2,0-2,12,9-15,3,0-3,22,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
12371,1952,63,56-90,Graduation,Single,61823.0,High,0,1,1,2013-02-18,26,523,501-1250,7,0-15,134,51-250,37,31-80,14,0-30,126,81-150,841,4,2-4,8,7-15,2,0-2,10,9-15,7,4-8,24,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
12867,1951,64,56-90,PhD,Single,67680.0,High,0,1,1,2013-06-11,8,546,501-1250,0,0-15,48,0-50,0,0-30,6,0-30,6,0-30,606,1,0-1,7,7-15,3,3-6,8,4-8,5,4-8,19,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
12375,1948,67,56-90,Graduation,Partner,70666.0,Highest,0,0,0,2013-12-06,29,398,151-500,40,16-50,367,251-600,119,81-150,81,61-100,30,0-30,1035,1,0-1,7,7-15,4,3-6,4,4-8,4,4-8,16,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
12120,1971,44,36-55,Graduation,Partner,25721.0,Lowest,1,0,1,2013-05-21,75,1,0-150,3,0-15,6,0-50,3,0-30,6,0-30,15,0-30,34,1,0-1,1,0-2,1,0-2,2,0-3,7,4-8,5,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,1,Accept,1
12446,1967,48,36-55,Graduation,Partner,32474.0,Lowest,1,1,2,2014-05-11,0,10,0-150,0,0-15,1,0-50,0,0-30,0,0-30,0,0-30,11,1,0-1,1,0-2,0,0-2,2,0-3,7,4-8,4,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
12229,1979,36,36-55,Master,Single,88194.0,Highest,0,1,1,2014-03-19,19,688,501-1250,14,0-15,309,251-600,120,81-150,24,0-30,38,31-80,1193,1,0-1,11,7-15,10,7-12,10,9-15,5,4-8,32,1,Accept,0,Accept more than once,1,Accept more than once,0,Accept more than once,0,Accept more than once,0,1,Accept more than once,3
12899,1958,57,56-90,Graduation,Partner,69096.0,Highest,0,1,1,2013-09-27,4,247,151-500,49,16-50,159,51-250,7,0-30,81,61-100,109,81-150,652,1,0-1,5,3-6,2,0-2,10,9-15,4,4-8,18,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
12780,1970,45,36-55,Graduation,Partner,74854.0,Highest,1,2,3,2013-04-08,90,856,501-1250,59,51-100,487,251-600,58,31-80,29,0-30,73,31-80,1562,6,5-10,2,0-2,5,3-6,5,4-8,5,4-8,18,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
13969,1954,61,56-90,Master,Partner,66991.0,High,0,0,0,2012-09-11,1,496,151-500,36,16-50,460,251-600,120,81-150,60,31-60,12,0-30,1184,3,2-4,4,3-6,8,7-12,6,4-8,3,0-3,21,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
10629,1973,42,36-55,Master,Partner,49611.5,Low,1,0,1,2012-09-14,25,25,0-150,3,0-15,43,0-50,17,0-30,4,0-30,17,0-30,109,3,2-4,3,3-6,0,0-2,3,0-3,8,4-8,9,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
12225,1959,56,56-90,Graduation,Partner,65031.0,High,0,1,1,2013-03-17,29,258,151-500,81,51-100,291,251-600,84,81-150,37,31-60,86,81-150,837,4,2-4,10,7-15,3,3-6,13,9-15,7,4-8,30,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
13531,1975,40,36-55,PhD,Partner,60631.0,High,1,1,2,2013-04-05,88,565,501-1250,6,0-15,65,51-250,0,0-30,6,0-30,19,0-30,661,5,5-10,9,7-15,2,0-2,8,4-8,7,4-8,24,0,Reject,0,Reject,0,Reject,1,Accept,0,Accept more than once,0,0,Accept more than once,1
13568,1952,63,56-90,Graduation,Partner,28332.0,Lowest,0,0,0,2014-04-30,58,14,0-150,10,0-15,13,0-50,4,0-30,15,0-30,9,0-30,65,1,0-1,2,0-2,1,0-2,4,4-8,2,0-3,8,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
12018,1977,38,36-55,Graduation,Single,40246.0,Low,1,0,1,2012-12-19,68,2,0-150,1,0-15,6,0-50,2,0-30,1,0-30,1,0-30,13,1,0-1,1,0-2,0,0-2,2,0-3,6,4-8,4,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
12711,1972,43,36-55,Master,Partner,75251.0,Highest,0,0,0,2012-08-27,34,721,501-1250,81,51-100,555,251-600,97,81-150,18,0-30,18,0-30,1490,1,0-1,7,7-15,6,3-6,5,4-8,5,4-8,19,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,1,Accept,1
12292,1976,39,36-55,Graduation,Single,75825.0,Highest,0,0,0,2012-10-12,40,1032,501-1250,81,51-100,555,251-600,120,81-150,81,61-100,51,31-80,1920,0,0-1,5,3-6,8,7-12,9,9-15,4,4-8,22,0,Reject,0,Reject,1,Accept,0,Accept more than once,0,Accept more than once,0,1,Accept more than once,2
10401,1976,39,36-55,Master,Partner,26326.0,Lowest,0,0,0,2013-09-04,12,1,0-150,0,0-15,5,0-50,0,0-30,3,0-30,9,0-30,18,1,0-1,0,0-2,0,0-2,3,0-3,3,0-3,4,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,1,0,Reject,0
13750,1965,50,36-55,Graduation,Partner,56046.0,High,0,0,0,2013-01-02,9,577,501-1250,0,0-15,64,51-250,0,0-30,0,0-30,51,31-80,692,2,2-4,10,7-15,1,0-2,8,4-8,8,4-8,21,0,Reject,0,Reject,1,Accept,0,Accept more than once,0,Accept more than once,0,1,Accept more than once,2
12478,1985,30,0-35,Graduation,Single,29760.0,Lowest,1,0,1,2012-08-29,87,64,0-150,4,0-15,68,51-250,7,0-30,5,0-30,17,0-30,165,4,2-4,3,3-6,1,0-2,4,4-8,8,4-8,12,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
12148,1969,46,36-55,Graduation,Partner,26304.0,Lowest,1,0,1,2013-06-23,5,4,0-150,1,0-15,5,0-50,2,0-30,0,0-30,4,0-30,16,1,0-1,1,0-2,0,0-2,2,0-3,7,4-8,4,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
13025,1973,42,36-55,Master,Partner,23559.0,Lowest,1,0,1,2013-07-03,87,25,0-150,5,0-15,19,0-50,7,0-30,0,0-30,23,0-30,79,3,2-4,3,3-6,0,0-2,3,0-3,7,4-8,9,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
12426,1987,28,0-35,Graduation,Single,81361.0,Highest,0,0,0,2014-02-25,18,163,151-500,23,16-50,424,251-600,27,0-30,65,61-100,76,31-80,778,1,0-1,3,3-6,10,7-12,13,9-15,1,0-3,27,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
13298,1960,55,36-55,Graduation,Partner,29440.0,Lowest,1,1,2,2013-08-11,95,17,0-150,8,0-15,14,0-50,10,0-30,4,0-30,3,0-30,56,2,2-4,1,0-2,0,0-2,4,4-8,7,4-8,7,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
